description,name,geometry
,23500,"<Polygon><outerBoundaryIs><LinearRing><coordinates>21.341972,60.739867,0.0 21.254425,60.752451,0.0 21.158638,60.761507,0.0 21.023369,60.707464,0.0 20.984917,60.724425,0.0 21.113319,60.808762,0.0 21.164818,60.830356,0.0 21.207047,60.840896,0.0 21.21932,60.843154,0.0 21.222324,60.846499,0.0 21.235542,60.851224,0.0 21.251078,60.849803,0.0 21.256313,60.859375,0.0 21.273136,60.866145,0.0 21.277084,60.869906,0.0 21.2994,60.872455,0.0 21.330299,60.881937,0.0 21.342316,60.891375,0.0 21.395187,60.895717,0.0 21.384544,60.903898,0.0 21.36858,60.909658,0.0 21.362228,60.916,0.0 21.362915,60.922257,0.0 21.379395,60.928347,0.0 21.407032,60.933101,0.0 21.419563,60.931933,0.0 21.437416,60.911994,0.0 21.42952,60.911494,0.0 21.441708,60.903648,0.0 21.450462,60.898722,0.0 21.459217,60.899641,0.0 21.472435,60.896635,0.0 21.490116,60.895717,0.0 21.479473,60.885612,0.0 21.468487,60.881018,0.0 21.477757,60.873833,0.0 21.481018,60.86531,0.0 21.476727,60.85971,0.0 21.465054,60.844576,0.0 21.456985,60.835961,0.0 21.460075,60.818724,0.0 21.488571,60.818222,0.0 21.499901,60.814874,0.0 21.510372,60.810437,0.0 21.510544,60.800473,0.0 21.477413,60.788411,0.0 21.486683,60.773747,0.0 21.500931,60.772741,0.0 21.515865,60.757231,0.0 21.479473,60.747921,0.0 21.478958,60.738609,0.0 21.467628,60.732567,0.0 21.461449,60.735672,0.0 21.452007,60.740287,0.0 21.448059,60.743978,0.0 21.403942,60.762597,0.0 21.385918,60.764106,0.0 21.375275,60.767628,0.0 21.37064,60.763771,0.0 21.379738,60.749179,0.0 21.36858,60.740874,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
,23600,"<Polygon><outerBoundaryIs><LinearRing><coordinates>21.490116,60.895717,0.0 21.502132,60.892126,0.0 21.501789,60.886698,0.0 21.52565,60.875671,0.0 21.5205,60.857536,0.0 21.538353,60.852771,0.0 21.5411,60.848172,0.0 21.556034,60.843823,0.0 21.565819,60.841816,0.0 21.594315,60.846416,0.0 21.624699,60.839307,0.0 21.64032,60.832782,0.0 21.673794,60.829435,0.0 21.708641,60.814874,0.0 21.717911,60.803069,0.0 21.710358,60.800138,0.0 21.712074,60.788411,0.0 21.711216,60.785646,0.0 21.751556,60.770897,0.0 21.739025,60.768885,0.0 21.732674,60.768214,0.0 21.729755,60.757734,0.0 21.722202,60.748173,0.0 21.70126,60.7397,0.0 21.6786,60.736847,0.0 21.667614,60.741126,0.0 21.660748,60.740874,0.0 21.630707,60.749934,0.0 21.612682,60.764442,0.0 21.608906,60.777518,0.0 21.579208,60.7802,0.0 21.560154,60.791762,0.0 21.515694,60.790254,0.0 21.510544,60.800473,0.0 21.510372,60.810437,0.0 21.499901,60.814874,0.0 21.488571,60.818222,0.0 21.460075,60.818724,0.0 21.456985,60.835961,0.0 21.465054,60.844576,0.0 21.476727,60.85971,0.0 21.481018,60.86531,0.0 21.477757,60.873833,0.0 21.468487,60.881018,0.0 21.479473,60.885612,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
,23660,"<Polygon><outerBoundaryIs><LinearRing><coordinates>21.540413,60.718717,0.0 21.520157,60.720648,0.0 21.515694,60.727531,0.0 21.467628,60.732567,0.0 21.478958,60.738609,0.0 21.479473,60.747921,0.0 21.515865,60.757231,0.0 21.500931,60.772741,0.0 21.486683,60.773747,0.0 21.477413,60.788411,0.0 21.510544,60.800473,0.0 21.515694,60.790254,0.0 21.560154,60.791762,0.0 21.579208,60.7802,0.0 21.608906,60.777518,0.0 21.612682,60.764442,0.0 21.630707,60.749934,0.0 21.660748,60.740874,0.0 21.64341,60.741294,0.0 21.622982,60.741126,0.0 21.604958,60.739951,0.0 21.574574,60.741378,0.0 21.562557,60.740623,0.0 21.563587,60.732315,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
,23800,"<Polygon><outerBoundaryIs><LinearRing><coordinates>21.691818,61.001331,0.0 21.707954,61.001165,0.0 21.715679,60.994923,0.0 21.740742,60.994007,0.0 21.761684,61.025206,0.0 21.826916,61.012314,0.0 21.830692,60.982851,0.0 21.820393,60.964193,0.0 21.789322,60.959777,0.0 21.777649,60.944358,0.0 21.779194,60.932517,0.0 21.809406,60.927763,0.0 21.851292,60.931433,0.0 21.871033,60.926178,0.0 21.908798,60.921507,0.0 21.95549,60.915332,0.0 21.978321,60.923509,0.0 21.996346,60.912328,0.0 21.986046,60.900559,0.0 22.007847,60.897053,0.0 22.01334,60.900476,0.0 22.105179,60.903648,0.0 22.127666,60.903815,0.0 22.070332,60.891542,0.0 22.051449,60.88344,0.0 22.040634,60.878846,0.0 22.035141,60.871159,0.0 21.992226,60.848256,0.0 21.964931,60.824499,0.0 21.936951,60.818724,0.0 21.925621,60.812948,0.0 21.902447,60.809348,0.0 21.902103,60.79461,0.0 21.859188,60.778356,0.0 21.838074,60.752618,0.0 21.795673,60.734078,0.0 21.78091,60.743559,0.0 21.75293,60.748508,0.0 21.73954,60.750857,0.0 21.729755,60.757734,0.0 21.732674,60.768214,0.0 21.739025,60.768885,0.0 21.751556,60.770897,0.0 21.711216,60.785646,0.0 21.712074,60.788411,0.0 21.710358,60.800138,0.0 21.717911,60.803069,0.0 21.708641,60.814874,0.0 21.673794,60.829435,0.0 21.64032,60.832782,0.0 21.624699,60.839307,0.0 21.594315,60.846416,0.0 21.565819,60.841816,0.0 21.556034,60.843823,0.0 21.5411,60.848172,0.0 21.538353,60.852771,0.0 21.5205,60.857536,0.0 21.52565,60.875671,0.0 21.501789,60.886698,0.0 21.502132,60.892126,0.0 21.490116,60.895717,0.0 21.518269,60.905234,0.0 21.510372,60.911577,0.0 21.523247,60.91892,0.0 21.515865,60.934102,0.0 21.512775,60.945775,0.0 21.512775,60.96336,0.0 21.515522,60.968276,0.0 21.547451,60.969275,0.0 21.563931,60.954027,0.0 21.558609,60.947859,0.0 21.567535,60.943608,0.0 21.590538,60.948859,0.0 21.600323,60.946109,0.0 21.613369,60.950693,0.0 21.599636,60.959611,0.0 21.607533,60.96336,0.0 21.63105,60.976689,0.0 21.651306,60.99076,0.0 21.665382,60.995755,0.0</coordinates></LinearRing></outerBoundaryIs><innerBoundaryIs><LinearRing><coordinates>21.652336,60.929431,0.0 21.673622,60.915249,0.0 21.69817,60.919755,0.0 21.712418,60.910826,0.0 21.725292,60.905234,0.0 21.751556,60.919337,0.0 21.750355,60.943524,0.0 21.699543,60.948443,0.0 21.661091,60.937938,0.0</coordinates></LinearRing></innerBoundaryIs></Polygon>"
,23840,"<Polygon><outerBoundaryIs><LinearRing><coordinates>21.750355,60.943524,0.0 21.751556,60.919337,0.0 21.725292,60.905234,0.0 21.712418,60.910826,0.0 21.69817,60.919755,0.0 21.673622,60.915249,0.0 21.652336,60.929431,0.0 21.661091,60.937938,0.0 21.699543,60.948443,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
,23880,"<Polygon><outerBoundaryIs><LinearRing><coordinates>21.830692,60.982851,0.0 21.826916,61.012314,0.0 21.843224,61.011316,0.0 21.867428,60.992342,0.0 21.872749,60.989845,0.0 21.873608,60.985099,0.0 21.918411,60.982435,0.0 21.924419,60.966526,0.0 21.898842,60.947192,0.0 21.908798,60.921507,0.0 21.871033,60.926178,0.0 21.851292,60.931433,0.0 21.809406,60.927763,0.0 21.779194,60.932517,0.0 21.777649,60.944358,0.0 21.789322,60.959777,0.0 21.820393,60.964193,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
,23930,"<Polygon><outerBoundaryIs><LinearRing><coordinates>21.164818,60.830356,0.0 21.127396,60.848088,0.0 21.138039,60.877676,0.0 21.179237,60.903731,0.0 21.19606,60.925761,0.0 21.264725,60.932434,0.0 21.291504,60.942941,0.0 21.234512,60.97977,0.0 21.252365,60.999084,0.0 21.292534,61.015558,0.0 21.317596,61.0109,0.0 21.340942,60.989761,0.0 21.359138,60.973607,0.0 21.385574,60.959611,0.0 21.409607,60.947776,0.0 21.419563,60.931933,0.0 21.407032,60.933101,0.0 21.379395,60.928347,0.0 21.362915,60.922257,0.0 21.362228,60.916,0.0 21.36858,60.909658,0.0 21.384544,60.903898,0.0 21.395187,60.895717,0.0 21.342316,60.891375,0.0 21.330299,60.881937,0.0 21.2994,60.872455,0.0 21.277084,60.869906,0.0 21.273136,60.866145,0.0 21.256313,60.859375,0.0 21.251078,60.849803,0.0 21.235542,60.851224,0.0 21.222324,60.846499,0.0 21.21932,60.843154,0.0 21.207047,60.840896,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
,23950,"<Polygon><outerBoundaryIs><LinearRing><coordinates>21.409607,60.947776,0.0 21.426773,60.963277,0.0 21.454411,60.977022,0.0 21.470375,60.981768,0.0 21.456814,60.992592,0.0 21.4781,61.003911,0.0 21.480846,60.999667,0.0 21.498356,61.001414,0.0 21.517239,60.996088,0.0 21.535435,60.99101,0.0 21.545048,60.981768,0.0 21.515522,60.968276,0.0 21.512775,60.96336,0.0 21.512775,60.945775,0.0 21.515865,60.934102,0.0 21.523247,60.91892,0.0 21.510372,60.911577,0.0 21.518269,60.905234,0.0 21.490116,60.895717,0.0 21.472435,60.896635,0.0 21.459217,60.899641,0.0 21.450462,60.898722,0.0 21.441708,60.903648,0.0 21.42952,60.911494,0.0 21.437416,60.911994,0.0 21.419563,60.931933,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
,23960,"<Polygon><outerBoundaryIs><LinearRing><coordinates>21.340942,60.989761,0.0 21.383858,61.000832,0.0 21.423512,61.007572,0.0 21.451149,61.016473,0.0 21.464539,61.013895,0.0 21.477413,61.007905,0.0 21.4781,61.003911,0.0 21.456814,60.992592,0.0 21.470375,60.981768,0.0 21.454411,60.977022,0.0 21.426773,60.963277,0.0 21.409607,60.947776,0.0 21.385574,60.959611,0.0 21.359138,60.973607,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
,24100,"<Polygon><outerBoundaryIs><LinearRing><coordinates>23.084679,60.369495,0.0 23.08897,60.378066,0.0 23.077297,60.390664,0.0 23.092532,60.390621,0.0 23.107638,60.391851,0.0 23.116779,60.389816,0.0 23.121779,60.386433,0.0 23.125899,60.388564,0.0 23.129654,60.391978,0.0 23.13107,60.393378,0.0 23.139353,60.393717,0.0 23.145061,60.395943,0.0 23.152013,60.396706,0.0 23.15712,60.399292,0.0 23.161197,60.394374,0.0 23.16493,60.38954,0.0 23.164244,60.387801,0.0 23.172483,60.383496,0.0 23.197546,60.38356,0.0 23.219819,60.383178,0.0 23.225913,60.380484,0.0 23.228016,60.359012,0.0 23.202953,60.362111,0.0 23.177977,60.369708,0.0 23.157463,60.372338,0.0 23.13592,60.376836,0.0 23.129396,60.377642,0.0 23.122444,60.373908,0.0 23.114376,60.373017,0.0 23.103476,60.369453,0.0 23.093519,60.366779,0.0 23.062792,60.360286,0.0 23.060303,60.365167,0.0 23.072748,60.368774,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
,24130,"<Polygon><outerBoundaryIs><LinearRing><coordinates>23.228016,60.359012,0.0 23.229046,60.356762,0.0 23.233423,60.356126,0.0 23.242521,60.345638,0.0 23.229733,60.347846,0.0 23.211365,60.34258,0.0 23.197718,60.337186,0.0 23.199606,60.332344,0.0 23.203983,60.326735,0.0 23.187761,60.322613,0.0 23.184929,60.316366,0.0 23.187933,60.309735,0.0 23.184328,60.307779,0.0 23.170853,60.309565,0.0 23.166304,60.306376,0.0 23.154545,60.302081,0.0 23.150253,60.30425,0.0 23.156004,60.307949,0.0 23.135662,60.314283,0.0 23.131886,60.308374,0.0 23.124332,60.311648,0.0 23.122616,60.315176,0.0 23.117552,60.326225,0.0 23.108454,60.324951,0.0 23.095493,60.321466,0.0 23.086567,60.316281,0.0 23.074207,60.308332,0.0 23.068628,60.303485,0.0 23.075581,60.295787,0.0 23.063908,60.286855,0.0 23.061676,60.285834,0.0 23.047943,60.298509,0.0 23.03112,60.302507,0.0 23.017988,60.301231,0.0 23.019104,60.305015,0.0 23.030005,60.313518,0.0 23.039618,60.328775,0.0 23.045883,60.34653,0.0 23.062792,60.360286,0.0 23.093519,60.366779,0.0 23.103476,60.369453,0.0 23.114376,60.373017,0.0 23.122444,60.373908,0.0 23.129396,60.377642,0.0 23.13592,60.376836,0.0 23.157463,60.372338,0.0 23.177977,60.369708,0.0 23.202953,60.362111,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
,24240,"<Polygon><outerBoundaryIs><LinearRing><coordinates>23.092532,60.390621,0.0 23.089142,60.395116,0.0 23.088584,60.399568,0.0 23.095236,60.401985,0.0 23.097382,60.401985,0.0 23.101759,60.417793,0.0 23.088541,60.423513,0.0 23.094978,60.433891,0.0 23.086567,60.440666,0.0 23.081245,60.446086,0.0 23.082018,60.450192,0.0 23.090773,60.458657,0.0 23.088026,60.461365,0.0 23.117552,60.466442,0.0 23.126478,60.44744,0.0 23.128624,60.435542,0.0 23.127422,60.407665,0.0 23.119698,60.40474,0.0 23.124204,60.398339,0.0 23.125148,60.395371,0.0 23.129396,60.39395,0.0 23.13107,60.393378,0.0 23.129654,60.391978,0.0 23.125899,60.388564,0.0 23.121779,60.386433,0.0 23.116779,60.389816,0.0 23.107638,60.391851,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
,24260,"<Polygon><outerBoundaryIs><LinearRing><coordinates>23.117552,60.466442,0.0 23.126907,60.499934,0.0 23.174458,60.50416,0.0 23.174629,60.494777,0.0 23.190765,60.492832,0.0 23.20055,60.496468,0.0 23.214798,60.498666,0.0 23.227844,60.496299,0.0 23.21806,60.497144,0.0 23.218918,60.493593,0.0 23.219433,60.490465,0.0 23.211365,60.487844,0.0 23.200893,60.48277,0.0 23.199005,60.477525,0.0 23.19643,60.47355,0.0 23.201923,60.470081,0.0 23.198833,60.461619,0.0 23.199692,60.458403,0.0 23.203812,60.454001,0.0 23.203983,60.44545,0.0 23.205013,60.439946,0.0 23.210678,60.435542,0.0 23.18716,60.427326,0.0 23.180122,60.421225,0.0 23.177032,60.415463,0.0 23.15712,60.399292,0.0 23.152013,60.396706,0.0 23.145061,60.395943,0.0 23.139353,60.393717,0.0 23.13107,60.393378,0.0 23.125148,60.395371,0.0 23.124204,60.398339,0.0 23.119698,60.40474,0.0 23.127422,60.407665,0.0 23.128624,60.435542,0.0 23.126478,60.44744,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
,24280,"<Polygon><outerBoundaryIs><LinearRing><coordinates>23.210678,60.435542,0.0 23.224926,60.435839,0.0 23.231707,60.434272,0.0 23.250074,60.425462,0.0 23.229475,60.414276,0.0 23.228359,60.410335,0.0 23.229218,60.406817,0.0 23.250332,60.395074,0.0 23.240118,60.389773,0.0 23.234797,60.391893,0.0 23.230934,60.389688,0.0 23.230505,60.386889,0.0 23.219819,60.383178,0.0 23.197546,60.38356,0.0 23.172483,60.383496,0.0 23.164244,60.387801,0.0 23.16493,60.38954,0.0 23.161197,60.394374,0.0 23.15712,60.399292,0.0 23.177032,60.415463,0.0 23.180122,60.421225,0.0 23.18716,60.427326,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
,24800,"<Polygon><outerBoundaryIs><LinearRing><coordinates>23.060303,60.365167,0.0 23.048973,60.366567,0.0 23.029919,60.365761,0.0 23.013697,60.359479,0.0 23.003139,60.361517,0.0 22.991381,60.358673,0.0 22.982111,60.358545,0.0 22.963572,60.359904,0.0 22.952414,60.356678,0.0 22.941599,60.354512,0.0 22.931299,60.353961,0.0 22.932329,60.368647,0.0 22.92263,60.379721,0.0 22.928982,60.385065,0.0 22.951126,60.383284,0.0 22.983828,60.387441,0.0 22.992411,60.386083,0.0 22.994986,60.383666,0.0 23.016787,60.382266,0.0 23.02434,60.38006,0.0 23.040905,60.381927,0.0 23.03318,60.373272,0.0 23.048372,60.369877,0.0 23.058071,60.377303,0.0 23.061934,60.380527,0.0 23.059015,60.383581,0.0 23.059273,60.390155,0.0 23.056784,60.398932,0.0 23.057814,60.408131,0.0 23.049831,60.409233,0.0 23.038931,60.414615,0.0 23.032751,60.421352,0.0 23.036356,60.428596,0.0 23.048372,60.4319,0.0 23.062878,60.436093,0.0 23.086567,60.440666,0.0 23.094978,60.433891,0.0 23.088541,60.423513,0.0 23.101759,60.417793,0.0 23.097382,60.401985,0.0 23.095236,60.401985,0.0 23.088584,60.399568,0.0 23.089142,60.395116,0.0 23.092532,60.390621,0.0 23.077297,60.390664,0.0 23.08897,60.378066,0.0 23.084679,60.369495,0.0 23.072748,60.368774,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
,24910,"<Polygon><outerBoundaryIs><LinearRing><coordinates>22.97576,60.38638,0.0 22.974043,60.393717,0.0 22.978506,60.398678,0.0 22.972755,60.405842,0.0 22.976875,60.411479,0.0 22.977648,60.420378,0.0 22.976103,60.435966,0.0 22.965546,60.446467,0.0 22.961426,60.453028,0.0 22.992926,60.461069,0.0 23.008461,60.457472,0.0 23.010693,60.448499,0.0 23.011036,60.440031,0.0 23.009233,60.429867,0.0 23.036356,60.428596,0.0 23.032751,60.421352,0.0 23.038931,60.414615,0.0 23.049831,60.409233,0.0 23.057814,60.408131,0.0 23.056784,60.398932,0.0 23.059273,60.390155,0.0 23.059015,60.383581,0.0 23.061934,60.380527,0.0 23.058071,60.377303,0.0 23.048372,60.369877,0.0 23.03318,60.373272,0.0 23.040905,60.381927,0.0 23.02434,60.38006,0.0 23.016787,60.382266,0.0 22.994986,60.383666,0.0 22.992411,60.386083,0.0 22.983828,60.387441,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
,25110,"<Polygon><outerBoundaryIs><LinearRing><coordinates>23.377533,60.331919,0.0 23.382597,60.334892,0.0 23.379078,60.351328,0.0 23.371696,60.361856,0.0 23.36792,60.367713,0.0 23.356247,60.379763,0.0 23.404484,60.388925,0.0 23.413582,60.4058,0.0 23.420277,60.417666,0.0 23.438129,60.42885,0.0 23.446712,60.423005,0.0 23.469543,60.405121,0.0 23.483105,60.406817,0.0 23.494434,60.405461,0.0 23.499069,60.390282,0.0 23.501129,60.375606,0.0 23.499413,60.362366,0.0 23.496494,60.356423,0.0 23.508682,60.336209,0.0 23.500271,60.333491,0.0 23.456669,60.323038,0.0 23.443623,60.316918,0.0 23.414955,60.317513,0.0 23.405342,60.315898,0.0 23.394871,60.322953,0.0 23.384743,60.325673,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
,25130,"<Polygon><outerBoundaryIs><LinearRing><coordinates>23.250332,60.395074,0.0 23.254623,60.394014,0.0 23.305264,60.405545,0.0 23.302517,60.403426,0.0 23.304577,60.39783,0.0 23.326721,60.388162,0.0 23.349037,60.378915,0.0 23.356247,60.379763,0.0 23.36792,60.367713,0.0 23.371696,60.361856,0.0 23.379078,60.351328,0.0 23.382597,60.334892,0.0 23.377533,60.331919,0.0 23.384743,60.325673,0.0 23.381395,60.325163,0.0 23.365173,60.328265,0.0 23.354445,60.323548,0.0 23.34672,60.315048,0.0 23.323889,60.291321,0.0 23.278055,60.309054,0.0 23.230762,60.291491,0.0 23.217802,60.301911,0.0 23.184328,60.307779,0.0 23.187933,60.309735,0.0 23.184929,60.316366,0.0 23.187761,60.322613,0.0 23.203983,60.326735,0.0 23.199606,60.332344,0.0 23.197718,60.337186,0.0 23.211365,60.34258,0.0 23.229733,60.347846,0.0 23.242521,60.345638,0.0 23.233423,60.356126,0.0 23.229046,60.356762,0.0 23.228016,60.359012,0.0 23.225913,60.380484,0.0 23.219819,60.383178,0.0 23.230505,60.386889,0.0 23.230934,60.389688,0.0 23.234797,60.391893,0.0 23.240118,60.389773,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
,25160,"<Polygon><outerBoundaryIs><LinearRing><coordinates>23.323889,60.291321,0.0 23.314877,60.280005,0.0 23.30286,60.276685,0.0 23.306122,60.264512,0.0 23.27179,60.277026,0.0 23.243294,60.277111,0.0 23.238573,60.279579,0.0 23.228874,60.280345,0.0 23.230762,60.291491,0.0 23.278055,60.309054,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
,25170,"<Polygon><outerBoundaryIs><LinearRing><coordinates>23.230762,60.291491,0.0 23.205528,60.28528,0.0 23.153343,60.286472,0.0 23.098412,60.291151,0.0 23.074207,60.273196,0.0 23.068027,60.27677,0.0 23.061676,60.285834,0.0 23.063908,60.286855,0.0 23.075581,60.295787,0.0 23.068628,60.303485,0.0 23.074207,60.308332,0.0 23.086567,60.316281,0.0 23.095493,60.321466,0.0 23.108454,60.324951,0.0 23.117552,60.326225,0.0 23.122616,60.315176,0.0 23.124332,60.311648,0.0 23.131886,60.308374,0.0 23.135662,60.314283,0.0 23.156004,60.307949,0.0 23.150253,60.30425,0.0 23.154545,60.302081,0.0 23.166304,60.306376,0.0 23.170853,60.309565,0.0 23.184328,60.307779,0.0 23.217802,60.301911,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
,25180,"<Polygon><outerBoundaryIs><LinearRing><coordinates>23.305264,60.405545,0.0 23.3111,60.417497,0.0 23.327065,60.433171,0.0 23.331528,60.437998,0.0 23.363285,60.438168,0.0 23.36689,60.431731,0.0 23.389893,60.430968,0.0 23.420277,60.417666,0.0 23.413582,60.4058,0.0 23.404484,60.388925,0.0 23.356247,60.379763,0.0 23.349037,60.378915,0.0 23.326721,60.388162,0.0 23.304577,60.39783,0.0 23.302517,60.403426,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
,25190,"<Polygon><outerBoundaryIs><LinearRing><coordinates>23.210678,60.435542,0.0 23.215914,60.438422,0.0 23.226471,60.440285,0.0 23.257456,60.442402,0.0 23.266382,60.440581,0.0 23.269043,60.444646,0.0 23.273764,60.44998,0.0 23.286381,60.453747,0.0 23.309555,60.446763,0.0 23.324661,60.437914,0.0 23.327065,60.433171,0.0 23.3111,60.417497,0.0 23.305264,60.405545,0.0 23.254623,60.394014,0.0 23.250332,60.395074,0.0 23.229218,60.406817,0.0 23.228359,60.410335,0.0 23.229475,60.414276,0.0 23.250074,60.425462,0.0 23.231707,60.434272,0.0 23.224926,60.435839,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
,25210,"<Polygon><outerBoundaryIs><LinearRing><coordinates>23.017988,60.301231,0.0 22.996445,60.297446,0.0 22.98872,60.302719,0.0 22.999706,60.310032,0.0 22.993526,60.320489,0.0 22.991123,60.329922,0.0 22.97533,60.32869,0.0 22.973871,60.332683,0.0 22.986231,60.341731,0.0 22.992496,60.353578,0.0 22.991381,60.358673,0.0 23.003139,60.361517,0.0 23.013697,60.359479,0.0 23.029919,60.365761,0.0 23.048973,60.366567,0.0 23.060303,60.365167,0.0 23.062792,60.360286,0.0 23.045883,60.34653,0.0 23.039618,60.328775,0.0 23.030005,60.313518,0.0 23.019104,60.305015,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
,25230,"<Polygon><outerBoundaryIs><LinearRing><coordinates>22.943745,60.264257,0.0 22.927608,60.269365,0.0 22.904091,60.291832,0.0 22.876797,60.306036,0.0 22.842121,60.336889,0.0 22.916794,60.334765,0.0 22.931299,60.353961,0.0 22.941599,60.354512,0.0 22.952414,60.356678,0.0 22.963572,60.359904,0.0 22.982111,60.358545,0.0 22.991381,60.358673,0.0 22.992496,60.353578,0.0 22.986231,60.341731,0.0 22.973871,60.332683,0.0 22.97533,60.32869,0.0 22.991123,60.329922,0.0 22.993526,60.320489,0.0 22.999706,60.310032,0.0 22.98872,60.302719,0.0 22.996445,60.297446,0.0 22.973785,60.287663,0.0 22.962456,60.277536,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
,25240,"<Polygon><outerBoundaryIs><LinearRing><coordinates>22.852077,60.481501,0.0 22.879715,60.480909,0.0 22.894821,60.476595,0.0 22.889843,60.448075,0.0 22.930183,60.45908,0.0 22.969494,60.464835,0.0 22.961426,60.453028,0.0 22.965546,60.446467,0.0 22.976103,60.435966,0.0 22.977648,60.420378,0.0 22.976875,60.411479,0.0 22.972755,60.405842,0.0 22.978506,60.398678,0.0 22.974043,60.393717,0.0 22.97576,60.38638,0.0 22.951126,60.383284,0.0 22.928982,60.385065,0.0 22.92263,60.379721,0.0 22.932329,60.368647,0.0 22.931299,60.353961,0.0 22.916794,60.334765,0.0 22.842121,60.336889,0.0 22.838345,60.344534,0.0 22.832165,60.353196,0.0 22.828903,60.357017,0.0 22.818604,60.371617,0.0 22.830791,60.38655,0.0 22.835083,60.398593,0.0 22.831993,60.412242,0.0 22.853279,60.428512,0.0 22.830448,60.45197,0.0 22.814398,60.454425,0.0 22.817574,60.471519,0.0 22.830276,60.473211,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
,25250,"<Polygon><outerBoundaryIs><LinearRing><coordinates>23.010693,60.448499,0.0 23.025627,60.452478,0.0 23.035583,60.451377,0.0 23.050175,60.455948,0.0 23.050003,60.465427,0.0 23.061161,60.468727,0.0 23.077469,60.466866,0.0 23.088026,60.461365,0.0 23.090773,60.458657,0.0 23.082018,60.450192,0.0 23.081245,60.446086,0.0 23.086567,60.440666,0.0 23.062878,60.436093,0.0 23.048372,60.4319,0.0 23.036356,60.428596,0.0 23.009233,60.429867,0.0 23.011036,60.440031,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
,25260,"<Polygon><outerBoundaryIs><LinearRing><coordinates>23.063049,60.556604,0.0 23.071804,60.548502,0.0 23.075066,60.530435,0.0 23.082619,60.528155,0.0 23.105106,60.512442,0.0 23.118324,60.506949,0.0 23.126907,60.499934,0.0 23.117552,60.466442,0.0 23.088026,60.461365,0.0 23.077469,60.466866,0.0 23.061161,60.468727,0.0 23.050003,60.465427,0.0 23.050175,60.455948,0.0 23.035583,60.451377,0.0 23.025627,60.452478,0.0 23.010693,60.448499,0.0 23.008461,60.457472,0.0 22.992926,60.461069,0.0 22.961426,60.453028,0.0 22.969494,60.464835,0.0 22.930183,60.45908,0.0 22.889843,60.448075,0.0 22.894821,60.476595,0.0 22.879715,60.480909,0.0 22.852077,60.481501,0.0 22.858429,60.503146,0.0 22.865896,60.515061,0.0 22.888813,60.521397,0.0 22.900057,60.524861,0.0 22.92263,60.533475,0.0 22.924776,60.536388,0.0 22.93087,60.534319,0.0 23.038845,60.554072,0.0 23.053608,60.55441,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
,25320,"<Polygon><outerBoundaryIs><LinearRing><coordinates>23.087425,60.569259,0.0 23.113518,60.577018,0.0 23.137894,60.576259,0.0 23.161755,60.579463,0.0 23.180122,60.573392,0.0 23.190079,60.565463,0.0 23.196259,60.558292,0.0 23.201752,60.551456,0.0 23.200722,60.545126,0.0 23.199863,60.53871,0.0 23.188019,60.530435,0.0 23.182011,60.514047,0.0 23.158836,60.513794,0.0 23.143387,60.511766,0.0 23.137035,60.510583,0.0 23.124504,60.505174,0.0 23.118324,60.506949,0.0 23.105106,60.512442,0.0 23.082619,60.528155,0.0 23.075066,60.530435,0.0 23.071804,60.548502,0.0 23.063049,60.556604,0.0 23.060646,60.559135,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
