description,name,geometry
,86240,"<Polygon><outerBoundaryIs><LinearRing><coordinates>24.343643,64.32221,0.0 24.341927,64.334853,0.0 24.369392,64.340205,0.0 24.376602,64.345408,0.0 24.368019,64.356405,0.0 24.348106,64.362199,0.0 24.364929,64.369626,0.0 24.43428,64.384027,0.0 24.45488,64.37512,0.0 24.458656,64.346597,0.0 24.483032,64.347489,0.0 24.485092,64.33515,0.0 24.480972,64.317598,0.0 24.457283,64.319086,0.0 24.408875,64.313283,0.0 24.383812,64.312837,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
,86300,"<Polygon><outerBoundaryIs><LinearRing><coordinates>24.794083,64.377496,0.0 24.803696,64.388183,0.0 24.829445,64.390261,0.0 24.836998,64.381504,0.0 24.888496,64.38566,0.0 24.929008,64.366804,0.0 24.957504,64.353731,0.0 24.920597,64.342361,0.0 24.956646,64.32645,0.0 24.968147,64.327417,0.0 24.976215,64.322731,0.0 24.994926,64.315962,0.0 25.015182,64.311646,0.0 25.019646,64.305097,0.0 25.027199,64.290207,0.0 25.031662,64.274117,0.0 25.022049,64.26428,0.0 24.996643,64.258913,0.0 24.970036,64.260702,0.0 24.943256,64.260926,0.0 24.939651,64.253321,0.0 24.951839,64.247877,0.0 24.937592,64.229225,0.0 24.923172,64.20563,0.0 24.925232,64.175586,0.0 24.937935,64.153742,0.0 24.928665,64.145209,0.0 24.903259,64.149251,0.0 24.86412,64.148652,0.0 24.87648,64.13263,0.0 24.831505,64.14491,0.0 24.807472,64.156735,0.0 24.810562,64.173193,0.0 24.781036,64.1868,0.0 24.757004,64.190388,0.0 24.708252,64.167808,0.0 24.671516,64.171248,0.0 24.638214,64.187548,0.0 24.667053,64.191957,0.0 24.677868,64.196889,0.0 24.676323,64.206751,0.0 24.661732,64.21041,0.0 24.654007,64.216609,0.0 24.65023,64.224,0.0 24.646282,64.230717,0.0 24.647141,64.235866,0.0 24.645767,64.242059,0.0 24.644051,64.245937,0.0 24.641132,64.24989,0.0 24.633236,64.256303,0.0 24.623623,64.253843,0.0 24.60577,64.258987,0.0 24.594612,64.26428,0.0 24.578819,64.267112,0.0 24.576073,64.275757,0.0 24.575043,64.286782,0.0 24.609375,64.285739,0.0 24.618988,64.275012,0.0 24.665337,64.286633,0.0 24.661217,64.310456,0.0 24.673576,64.321764,0.0 24.697952,64.328309,0.0 24.698296,64.341543,0.0 24.679413,64.342286,0.0 24.67907,64.368883,0.0 24.721298,64.374823,0.0 24.734344,64.369923,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
,86350,"<Polygon><outerBoundaryIs><LinearRing><coordinates>24.903603,64.378832,0.0 24.939651,64.38091,0.0 25.003853,64.354771,0.0 25.014153,64.350907,0.0 25.098267,64.337232,0.0 25.157661,64.321467,0.0 25.183754,64.317152,0.0 25.182381,64.305246,0.0 25.165215,64.305246,0.0 25.113029,64.304353,0.0 25.083504,64.30346,0.0 25.019646,64.305097,0.0 25.015182,64.311646,0.0 24.994926,64.315962,0.0 24.976215,64.322731,0.0 24.968147,64.327417,0.0 24.956646,64.32645,0.0 24.920597,64.342361,0.0 24.957504,64.353731,0.0 24.929008,64.366804,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
,86360,"<Polygon><outerBoundaryIs><LinearRing><coordinates>24.939651,64.38091,0.0 24.984627,64.398421,0.0 25.014153,64.410139,0.0 25.050201,64.41518,0.0 25.058784,64.407766,0.0 25.114059,64.39857,0.0 25.155945,64.39397,0.0 25.167618,64.38848,0.0 25.174141,64.382691,0.0 25.171394,64.359377,0.0 25.152168,64.353285,0.0 25.152168,64.34957,0.0 25.158005,64.340651,0.0 25.157661,64.321467,0.0 25.098267,64.337232,0.0 25.014153,64.350907,0.0 25.003853,64.354771,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
,86400,"<Polygon><outerBoundaryIs><LinearRing><coordinates>24.584312,64.48093,0.0 24.605942,64.491725,0.0 24.611435,64.500151,0.0 24.700356,64.511973,0.0 24.698982,64.502516,0.0 24.725761,64.494682,0.0 24.757347,64.500447,0.0 24.77314,64.504289,0.0 24.809189,64.512712,0.0 24.816055,64.520688,0.0 24.778633,64.551096,0.0 24.787903,64.553899,0.0 24.836655,64.565697,0.0 24.890213,64.553899,0.0 24.908066,64.53132,0.0 24.924202,64.527629,0.0 24.967117,64.545784,0.0 25.014839,64.536191,0.0 25.041962,64.527629,0.0 25.069084,64.523199,0.0 25.108566,64.533239,0.0 25.115433,64.521279,0.0 25.09964,64.508279,0.0 25.124359,64.490394,0.0 25.158005,64.473238,0.0 25.168648,64.455478,0.0 25.142212,64.451481,0.0 25.136375,64.442743,0.0 25.090027,64.425705,0.0 25.050201,64.41518,0.0 25.014153,64.410139,0.0 24.984627,64.398421,0.0 24.939651,64.38091,0.0 24.903603,64.378832,0.0 24.888496,64.38566,0.0 24.836998,64.381504,0.0 24.829445,64.390261,0.0 24.803696,64.388183,0.0 24.794083,64.377496,0.0 24.78035,64.397828,0.0 24.77932,64.421258,0.0 24.797859,64.430743,0.0 24.842148,64.438892,0.0 24.810905,64.446742,0.0 24.784813,64.445409,0.0 24.746017,64.463175,0.0 24.722328,64.479007,0.0 24.67289,64.479451,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
,86440,"<Polygon><outerBoundaryIs><LinearRing><coordinates>25.122299,64.437559,0.0 25.162125,64.427928,0.0 25.187016,64.407321,0.0 25.191994,64.390038,0.0 25.167618,64.38848,0.0 25.155945,64.39397,0.0 25.114059,64.39857,0.0 25.058784,64.407766,0.0 25.050201,64.41518,0.0 25.090027,64.425705,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
,86460,"<Polygon><outerBoundaryIs><LinearRing><coordinates>25.168648,64.455478,0.0 25.178604,64.470574,0.0 25.237999,64.467171,0.0 25.268555,64.461103,0.0 25.339279,64.438892,0.0 25.416183,64.420369,0.0 25.443306,64.394861,0.0 25.455322,64.372299,0.0 25.441933,64.354994,0.0 25.373955,64.355514,0.0 25.354729,64.360119,0.0 25.334473,64.366952,0.0 25.313873,64.377644,0.0 25.276794,64.375862,0.0 25.240746,64.380316,0.0 25.191994,64.390038,0.0 25.187016,64.407321,0.0 25.162125,64.427928,0.0 25.122299,64.437559,0.0 25.136375,64.442743,0.0 25.142212,64.451481,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
,86470,"<Polygon><outerBoundaryIs><LinearRing><coordinates>25.373955,64.355514,0.0 25.322285,64.337752,0.0 25.265121,64.317598,0.0 25.253792,64.303013,0.0 25.25053,64.29192,0.0 25.259628,64.274863,0.0 25.228043,64.270988,0.0 25.21534,64.282909,0.0 25.19886,64.294228,0.0 25.182381,64.305246,0.0 25.183754,64.317152,0.0 25.157661,64.321467,0.0 25.158005,64.340651,0.0 25.152168,64.34957,0.0 25.152168,64.353285,0.0 25.171394,64.359377,0.0 25.174141,64.382691,0.0 25.167618,64.38848,0.0 25.191994,64.390038,0.0 25.240746,64.380316,0.0 25.276794,64.375862,0.0 25.313873,64.377644,0.0 25.334473,64.366952,0.0 25.354729,64.360119,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
,86480,"<Polygon><outerBoundaryIs><LinearRing><coordinates>25.441933,64.354994,0.0 25.442276,64.336563,0.0 25.495148,64.330689,0.0 25.471802,64.313432,0.0 25.496864,64.299589,0.0 25.455322,64.293931,0.0 25.375843,64.31306,0.0 25.345287,64.331507,0.0 25.322285,64.337752,0.0 25.373955,64.355514,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
,86510,"<Polygon><outerBoundaryIs><LinearRing><coordinates>25.19886,64.294228,0.0 25.1968,64.287377,0.0 25.174484,64.276204,0.0 25.171738,64.249667,0.0 25.151138,64.248473,0.0 25.10891,64.24549,0.0 25.08316,64.237433,0.0 25.053291,64.231911,0.0 25.025482,64.226612,0.0 24.994926,64.217355,0.0 24.994583,64.21407,0.0 25.013809,64.21041,0.0 25.016212,64.201671,0.0 24.957848,64.185006,0.0 24.925232,64.175586,0.0 24.923172,64.20563,0.0 24.937592,64.229225,0.0 24.951839,64.247877,0.0 24.939651,64.253321,0.0 24.943256,64.260926,0.0 24.970036,64.260702,0.0 24.996643,64.258913,0.0 25.022049,64.26428,0.0 25.031662,64.274117,0.0 25.027199,64.290207,0.0 25.019646,64.305097,0.0 25.083504,64.30346,0.0 25.113029,64.304353,0.0 25.165215,64.305246,0.0 25.182381,64.305246,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
,86530,"<Polygon><outerBoundaryIs><LinearRing><coordinates>25.171738,64.249667,0.0 25.171051,64.240567,0.0 25.155258,64.235642,0.0 25.153885,64.231762,0.0 25.131226,64.222805,0.0 25.117493,64.222059,0.0 25.119553,64.218177,0.0 25.1017,64.201895,0.0 25.08522,64.197412,0.0 25.061188,64.184109,0.0 25.076294,64.179324,0.0 25.085907,64.172445,0.0 25.079041,64.164816,0.0 25.065308,64.158157,0.0 25.048485,64.15681,0.0 25.03149,64.156286,0.0 25.013466,64.157633,0.0 24.959908,64.135775,0.0 24.928665,64.145209,0.0 24.937935,64.153742,0.0 24.925232,64.175586,0.0 24.957848,64.185006,0.0 25.016212,64.201671,0.0 25.013809,64.21041,0.0 24.994583,64.21407,0.0 24.994926,64.217355,0.0 25.025482,64.226612,0.0 25.053291,64.231911,0.0 25.08316,64.237433,0.0 25.10891,64.24549,0.0 25.151138,64.248473,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
,86550,"<Polygon><outerBoundaryIs><LinearRing><coordinates>25.171051,64.240567,0.0 25.20298,64.211008,0.0 25.253448,64.167658,0.0 25.240402,64.150299,0.0 25.19886,64.133079,0.0 25.145645,64.117197,0.0 25.10273,64.115399,0.0 25.046425,64.115399,0.0 25.003853,64.106854,0.0 24.937935,64.096207,0.0 24.888153,64.113151,0.0 24.914589,64.118996,0.0 24.897423,64.13892,0.0 24.87648,64.13263,0.0 24.86412,64.148652,0.0 24.903259,64.149251,0.0 24.928665,64.145209,0.0 24.959908,64.135775,0.0 25.013466,64.157633,0.0 25.03149,64.156286,0.0 25.048485,64.15681,0.0 25.065308,64.158157,0.0 25.079041,64.164816,0.0 25.085907,64.172445,0.0 25.076294,64.179324,0.0 25.061188,64.184109,0.0 25.08522,64.197412,0.0 25.1017,64.201895,0.0 25.119553,64.218177,0.0 25.117493,64.222059,0.0 25.131226,64.222805,0.0 25.153885,64.231762,0.0 25.155258,64.235642,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
,86600,"<Polygon><outerBoundaryIs><LinearRing><coordinates>25.322285,64.337752,0.0 25.345287,64.331507,0.0 25.375843,64.31306,0.0 25.455322,64.293931,0.0 25.496864,64.299589,0.0 25.539436,64.267261,0.0 25.547333,64.24728,0.0 25.557976,64.245341,0.0 25.569305,64.236388,0.0 25.606041,64.222805,0.0 25.678482,64.20578,0.0 25.64106,64.178577,0.0 25.658913,64.164217,0.0 25.683289,64.153443,0.0 25.638657,64.142814,0.0 25.608788,64.136374,0.0 25.584583,64.149027,0.0 25.551109,64.14753,0.0 25.489998,64.143637,0.0 25.473003,64.142814,0.0 25.464249,64.140418,0.0 25.459785,64.127312,0.0 25.465965,64.105805,0.0 25.487251,64.094558,0.0 25.487938,64.086307,0.0 25.498581,64.078354,0.0 25.51712,64.060488,0.0 25.506821,64.049523,0.0 25.533943,64.035548,0.0 25.542183,64.016151,0.0 25.557632,64.010434,0.0 25.603981,63.992676,0.0 25.600204,63.984997,0.0 25.521927,63.983943,0.0 25.441933,63.995687,0.0 25.411377,64.006823,0.0 25.388374,64.020964,0.0 25.398674,64.037802,0.0 25.42408,64.071749,0.0 25.412064,64.074151,0.0 25.386658,64.069798,0.0 25.374985,64.097407,0.0 25.334988,64.097632,0.0 25.326233,64.108054,0.0 25.300827,64.115249,0.0 25.228386,64.069497,0.0 25.183411,64.052978,0.0 25.149078,64.044715,0.0 25.153885,64.032992,0.0 25.136375,64.029234,0.0 25.08007,64.048021,0.0 25.017929,64.068597,0.0 24.937935,64.096207,0.0 25.003853,64.106854,0.0 25.046425,64.115399,0.0 25.10273,64.115399,0.0 25.145645,64.117197,0.0 25.19886,64.133079,0.0 25.240402,64.150299,0.0 25.253448,64.167658,0.0 25.20298,64.211008,0.0 25.171051,64.240567,0.0 25.171738,64.249667,0.0 25.174484,64.276204,0.0 25.1968,64.287377,0.0 25.19886,64.294228,0.0 25.21534,64.282909,0.0 25.228043,64.270988,0.0 25.259628,64.274863,0.0 25.25053,64.29192,0.0 25.253792,64.303013,0.0 25.265121,64.317598,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
,86650,"<Polygon><outerBoundaryIs><LinearRing><coordinates>25.683289,64.153443,0.0 25.715904,64.134277,0.0 25.757446,64.114799,0.0 25.779076,64.110152,0.0 25.715561,64.092008,0.0 25.666466,64.084806,0.0 25.654106,64.087807,0.0 25.64209,64.081955,0.0 25.675392,64.068747,0.0 25.678825,64.054631,0.0 25.630074,64.045617,0.0 25.607414,64.039456,0.0 25.593338,64.021565,0.0 25.557632,64.010434,0.0 25.542183,64.016151,0.0 25.533943,64.035548,0.0 25.506821,64.049523,0.0 25.51712,64.060488,0.0 25.498581,64.078354,0.0 25.487938,64.086307,0.0 25.487251,64.094558,0.0 25.465965,64.105805,0.0 25.459785,64.127312,0.0 25.464249,64.140418,0.0 25.473003,64.142814,0.0 25.489998,64.143637,0.0 25.551109,64.14753,0.0 25.584583,64.149027,0.0 25.608788,64.136374,0.0 25.638657,64.142814,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
,86680,"<Polygon><outerBoundaryIs><LinearRing><coordinates>25.183411,64.052978,0.0 25.228386,64.069497,0.0 25.300827,64.115249,0.0 25.326233,64.108054,0.0 25.334988,64.097632,0.0 25.374985,64.097407,0.0 25.386658,64.069798,0.0 25.412064,64.074151,0.0 25.42408,64.071749,0.0 25.398674,64.037802,0.0 25.388374,64.020964,0.0 25.352325,64.019009,0.0 25.294304,64.01585,0.0 25.224953,64.023821,0.0 25.1968,64.025926,0.0 25.223236,64.037201,0.0 25.208473,64.042912,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
,86690,"<Polygon><outerBoundaryIs><LinearRing><coordinates>25.1968,64.025926,0.0 25.224953,64.023821,0.0 25.294304,64.01585,0.0 25.352325,64.019009,0.0 25.388374,64.020964,0.0 25.411377,64.006823,0.0 25.441933,63.995687,0.0 25.521927,63.983943,0.0 25.53669,63.975358,0.0 25.563126,63.964058,0.0 25.543213,63.934356,0.0 25.52845,63.91987,0.0 25.474892,63.92319,0.0 25.397987,63.929377,0.0 25.365372,63.930131,0.0 25.30941,63.956824,0.0 25.271301,63.976112,0.0 25.222206,64.001707,0.0 25.19062,64.013894,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
,86710,"<Polygon><outerBoundaryIs><LinearRing><coordinates>25.715561,64.092008,0.0 25.779076,64.110152,0.0 25.791092,64.103556,0.0 25.821304,64.097107,0.0 25.84877,64.090957,0.0 25.904388,64.078654,0.0 25.922241,64.069948,0.0 25.965843,64.071149,0.0 26.009102,64.059437,0.0 26.059227,64.046218,0.0 26.101799,64.034646,0.0 26.096649,64.026678,0.0 26.107635,64.018557,0.0 26.142998,64.013594,0.0 26.167717,64.003513,0.0 26.194153,63.99388,0.0 26.246338,63.946271,0.0 26.249084,63.925152,0.0 26.086006,63.889666,0.0 25.928078,63.856708,0.0 25.874176,63.875611,0.0 25.843964,63.891328,0.0 25.828171,63.887249,0.0 25.811691,63.876669,0.0 25.780106,63.871529,0.0 25.761223,63.858977,0.0 25.788345,63.836127,0.0 25.75264,63.83204,0.0 25.696335,63.817955,0.0 25.662689,63.792798,0.0 25.658569,63.797801,0.0 25.665779,63.811744,0.0 25.638313,63.856557,0.0 25.62561,63.877274,0.0 25.607071,63.916549,0.0 25.52845,63.91987,0.0 25.543213,63.934356,0.0 25.563126,63.964058,0.0 25.53669,63.975358,0.0 25.521927,63.983943,0.0 25.600204,63.984997,0.0 25.603981,63.992676,0.0 25.557632,64.010434,0.0 25.593338,64.021565,0.0 25.607414,64.039456,0.0 25.630074,64.045617,0.0 25.678825,64.054631,0.0 25.675392,64.068747,0.0 25.675392,64.068747,0.0 25.64209,64.081955,0.0 25.654106,64.087807,0.0 25.666466,64.084806,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
,86790,"<Polygon><outerBoundaryIs><LinearRing><coordinates>25.788345,63.836127,0.0 25.761223,63.858977,0.0 25.780106,63.871529,0.0 25.811691,63.876669,0.0 25.828171,63.887249,0.0 25.843964,63.891328,0.0 25.874176,63.875611,0.0 25.928078,63.856708,0.0 25.897179,63.848689,0.0 25.84156,63.855952,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
,86800,"<Polygon><outerBoundaryIs><LinearRing><coordinates>25.662689,63.792798,0.0 25.696335,63.817955,0.0 25.75264,63.83204,0.0 25.788345,63.836127,0.0 25.833321,63.81841,0.0 25.860443,63.795224,0.0 25.891685,63.76777,0.0 25.890999,63.744846,0.0 25.922928,63.732389,0.0 25.998802,63.743479,0.0 26.025581,63.747428,0.0 26.052704,63.74925,0.0 26.059227,63.761092,0.0 26.053391,63.772322,0.0 26.074677,63.776115,0.0 26.126175,63.784003,0.0 26.192093,63.797801,0.0 26.243248,63.807198,0.0 26.252174,63.767011,0.0 26.260071,63.732238,0.0 26.27346,63.710045,0.0 26.269684,63.692705,0.0 26.28376,63.638943,0.0 26.292,63.59302,0.0 26.195869,63.568732,0.0 26.197929,63.530654,0.0 26.129608,63.523767,0.0 26.05648,63.518256,0.0 25.996056,63.527899,0.0 25.943184,63.538916,0.0 25.902672,63.545341,0.0 25.897179,63.522849,0.0 25.864906,63.543658,0.0 25.84156,63.55528,0.0 25.807571,63.57408,0.0 25.774269,63.581108,0.0 25.752983,63.589355,0.0 25.709724,63.603401,0.0 25.631104,63.622627,0.0 25.552826,63.642449,0.0 25.569992,63.654793,0.0 25.598831,63.675201,0.0 25.606384,63.694226,0.0 25.660629,63.701528,0.0 25.713158,63.716583,0.0 25.762596,63.727679,0.0 25.753326,63.748794,0.0 25.72998,63.765949,0.0 25.716248,63.775508,0.0 25.694962,63.780969,0.0</coordinates></LinearRing></outerBoundaryIs><innerBoundaryIs><LinearRing><coordinates>26.028328,63.693085,0.0 26.021633,63.674364,0.0 26.003437,63.657383,0.0 25.973225,63.658449,0.0 25.952969,63.66477,0.0 25.944386,63.663247,0.0 25.957432,63.652736,0.0 25.957432,63.644202,0.0 25.96859,63.631548,0.0 25.987644,63.636122,0.0 25.994339,63.65045,0.0 26.013908,63.655707,0.0 26.040516,63.662638,0.0 26.064034,63.661419,0.0 26.094933,63.666217,0.0 26.094418,63.672232,0.0 26.089611,63.679236,0.0 26.076565,63.690346,0.0 26.052704,63.696584,0.0</coordinates></LinearRing></innerBoundaryIs></Polygon>"
,86810,"<Polygon><outerBoundaryIs><LinearRing><coordinates>25.987644,63.636122,0.0 25.96859,63.631548,0.0 25.957432,63.644202,0.0 25.957432,63.652736,0.0 25.944386,63.663247,0.0 25.952969,63.66477,0.0 25.973225,63.658449,0.0 25.994339,63.65045,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
,86850,"<Polygon><outerBoundaryIs><LinearRing><coordinates>25.552826,63.642449,0.0 25.631104,63.622627,0.0 25.709724,63.603401,0.0 25.752983,63.589355,0.0 25.774269,63.581108,0.0 25.807571,63.57408,0.0 25.84156,63.55528,0.0 25.864906,63.543658,0.0 25.897179,63.522849,0.0 25.912971,63.509682,0.0 25.968246,63.497734,0.0 25.990562,63.472292,0.0 25.997429,63.454806,0.0 26.025925,63.435927,0.0 25.992622,63.429017,0.0 25.894089,63.438384,0.0 25.847397,63.469685,0.0 25.813751,63.49038,0.0 25.780106,63.504015,0.0 25.737877,63.514429,0.0 25.697021,63.520093,0.0 25.538406,63.523767,0.0 25.483475,63.531113,0.0 25.445709,63.547329,0.0 25.343399,63.582482,0.0 25.363655,63.587981,0.0 25.398674,63.619881,0.0 25.473518,63.635131,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
,86870,"<Polygon><outerBoundaryIs><LinearRing><coordinates>25.788345,63.836127,0.0 25.84156,63.855952,0.0 25.897179,63.848689,0.0 25.928078,63.856708,0.0 26.086006,63.889666,0.0 26.249084,63.925152,0.0 26.232605,63.837338,0.0 26.218185,63.831434,0.0 26.243248,63.807198,0.0 26.192093,63.797801,0.0 26.126175,63.784003,0.0 26.074677,63.776115,0.0 26.053391,63.772322,0.0 26.059227,63.761092,0.0 26.052704,63.74925,0.0 26.025581,63.747428,0.0 25.998802,63.743479,0.0 25.922928,63.732389,0.0 25.890999,63.744846,0.0 25.891685,63.76777,0.0 25.860443,63.795224,0.0 25.833321,63.81841,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
,86900,"<Polygon><outerBoundaryIs><LinearRing><coordinates>25.973225,63.658449,0.0 26.003437,63.657383,0.0 26.021633,63.674364,0.0 26.028328,63.693085,0.0 26.052704,63.696584,0.0 26.076565,63.690346,0.0 26.089611,63.679236,0.0 26.094418,63.672232,0.0 26.094933,63.666217,0.0 26.064034,63.661419,0.0 26.040516,63.662638,0.0 26.013908,63.655707,0.0 25.994339,63.65045,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
,86980,"<Polygon><outerBoundaryIs><LinearRing><coordinates>26.025925,63.435927,0.0 25.997429,63.454806,0.0 25.990562,63.472292,0.0 25.968246,63.497734,0.0 25.912971,63.509682,0.0 25.897179,63.522849,0.0 25.902672,63.545341,0.0 25.943184,63.538916,0.0 25.996056,63.527899,0.0 26.05648,63.518256,0.0 26.129608,63.523767,0.0 26.197929,63.530654,0.0 26.198273,63.519328,0.0 26.189346,63.512591,0.0 26.164627,63.479804,0.0 26.138878,63.458181,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
,87100,"<Polygon><outerBoundaryIs><LinearRing><coordinates>27.678595,64.231277,0.0 27.659454,64.239671,0.0 27.634563,64.253321,0.0 27.611217,64.262566,0.0 27.605896,64.277545,0.0 27.635593,64.270466,0.0 27.637138,64.260926,0.0 27.650528,64.2525,0.0 27.667351,64.24176,0.0 27.691727,64.237209,0.0 27.702198,64.238254,0.0 27.704086,64.235045,0.0 27.713871,64.231986,0.0 27.722368,64.231277,0.0 27.733183,64.229187,0.0 27.737646,64.225754,0.0 27.743225,64.223776,0.0 27.761164,64.225978,0.0 27.771549,64.228665,0.0 27.772923,64.224672,0.0 27.763996,64.222507,0.0 27.76125,64.219856,0.0 27.753439,64.216198,0.0 27.750778,64.217057,0.0 27.749362,64.215899,0.0 27.749104,64.215022,0.0 27.742109,64.214648,0.0 27.740436,64.215115,0.0 27.738032,64.213678,0.0 27.734213,64.213211,0.0 27.731466,64.213584,0.0 27.730179,64.215955,0.0 27.724385,64.215806,0.0 27.724214,64.213211,0.0 27.726316,64.209496,0.0 27.729621,64.209197,0.0 27.738333,64.20901,0.0 27.736444,64.207292,0.0 27.738376,64.206191,0.0 27.726574,64.20436,0.0 27.715759,64.203427,0.0 27.714901,64.199392,0.0 27.717819,64.193975,0.0 27.691727,64.201671,0.0 27.694559,64.208207,0.0 27.694473,64.213435,0.0 27.699451,64.217243,0.0 27.696533,64.218961,0.0 27.70237,64.218363,0.0 27.713099,64.218662,0.0 27.717562,64.220043,0.0 27.714643,64.225119,0.0 27.709837,64.229038,0.0 27.699451,64.230269,0.0 27.696362,64.229299,0.0 27.687521,64.228665,0.0 27.682972,64.22665,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
,87140,"<Polygon><outerBoundaryIs><LinearRing><coordinates>27.724385,64.215806,0.0 27.730179,64.215955,0.0 27.731466,64.213584,0.0 27.730007,64.212128,0.0 27.724214,64.213211,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
,87150,"<Polygon><outerBoundaryIs><LinearRing><coordinates>27.709837,64.229038,0.0 27.714643,64.225119,0.0 27.717562,64.220043,0.0 27.713099,64.218662,0.0 27.70237,64.218363,0.0 27.696533,64.218961,0.0 27.691898,64.221835,0.0 27.682972,64.22665,0.0 27.687521,64.228665,0.0 27.696362,64.229299,0.0 27.699451,64.230269,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
,87200,"<Polygon><outerBoundaryIs><LinearRing><coordinates>27.713871,64.231986,0.0 27.704086,64.235045,0.0 27.702198,64.238254,0.0 27.704945,64.243513,0.0 27.704859,64.24631,0.0 27.719107,64.24907,0.0 27.731981,64.242954,0.0 27.731209,64.234262,0.0 27.740822,64.235195,0.0 27.746658,64.234747,0.0 27.749147,64.235717,0.0 27.7561,64.234299,0.0 27.755327,64.232546,0.0 27.766142,64.232546,0.0 27.768888,64.231389,0.0 27.771549,64.228665,0.0 27.761164,64.225978,0.0 27.743225,64.223776,0.0 27.737646,64.225754,0.0 27.733183,64.229187,0.0 27.722368,64.231277,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
,87250,"<Polygon><outerBoundaryIs><LinearRing><coordinates>27.731981,64.242954,0.0 27.744083,64.250039,0.0 27.759533,64.257571,0.0 27.763138,64.264727,0.0 27.780218,64.267448,0.0 27.805538,64.270615,0.0 27.806654,64.267932,0.0 27.829657,64.26715,0.0 27.859783,64.256229,0.0 27.871628,64.243327,0.0 27.870083,64.223328,0.0 27.832146,64.221835,0.0 27.799873,64.221088,0.0 27.783566,64.226388,0.0 27.772923,64.224672,0.0 27.771549,64.228665,0.0 27.768888,64.231389,0.0 27.766142,64.232546,0.0 27.755327,64.232546,0.0 27.7561,64.234299,0.0 27.749147,64.235717,0.0 27.746658,64.234747,0.0 27.740822,64.235195,0.0 27.731209,64.234262,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
,87300,"<Polygon><outerBoundaryIs><LinearRing><coordinates>27.731466,64.213584,0.0 27.734213,64.213211,0.0 27.738032,64.213678,0.0 27.737517,64.212782,0.0 27.73653,64.210373,0.0 27.738547,64.209832,0.0 27.738333,64.20901,0.0 27.729621,64.209197,0.0 27.726316,64.209496,0.0 27.724214,64.213211,0.0 27.730007,64.212128,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
,87400,"<Polygon><outerBoundaryIs><LinearRing><coordinates>27.799873,64.221088,0.0 27.787428,64.216907,0.0 27.78348,64.212091,0.0 27.779274,64.207311,0.0 27.77215,64.208095,0.0 27.764854,64.210149,0.0 27.758846,64.210373,0.0 27.75713,64.211904,0.0 27.758503,64.21407,0.0 27.753439,64.216198,0.0 27.76125,64.219856,0.0 27.763996,64.222507,0.0 27.772923,64.224672,0.0 27.783566,64.226388,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
,87500,"<Polygon><outerBoundaryIs><LinearRing><coordinates>27.870083,64.223328,0.0 27.879009,64.205331,0.0 27.863388,64.185006,0.0 27.813778,64.188146,0.0 27.791634,64.18964,0.0 27.758503,64.181717,0.0 27.753696,64.186127,0.0 27.75301,64.195768,0.0 27.744942,64.202493,0.0 27.736444,64.207292,0.0 27.738333,64.20901,0.0 27.738547,64.209832,0.0 27.73653,64.210373,0.0 27.737517,64.212782,0.0 27.738032,64.213678,0.0 27.740436,64.215115,0.0 27.742109,64.214648,0.0 27.749104,64.215022,0.0 27.749362,64.215899,0.0 27.750778,64.217057,0.0 27.753439,64.216198,0.0 27.758503,64.21407,0.0 27.75713,64.211904,0.0 27.758846,64.210373,0.0 27.764854,64.210149,0.0 27.77215,64.208095,0.0 27.779274,64.207311,0.0 27.78348,64.212091,0.0 27.787428,64.216907,0.0 27.799873,64.221088,0.0 27.832146,64.221835,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
